year,gp,driver,team,finish_position,points,avg_lap_time,fastest_lap,laps_completed,round_number
2025,Dutch Grand Prix,HAM,Ferrari,20.0,0.0,0 days 00:01:16.612636363,0 days 00:01:15.684000,23,15
2025,Italian Grand Prix,VER,Red Bull Racing,1.0,25.0,0 days 00:01:23.100471698,0 days 00:01:21.003000,53,16
2025,Italian Grand Prix,NOR,McLaren,2.0,18.0,0 days 00:01:23.462867924,0 days 00:01:20.901000,53,16
2025,Italian Grand Prix,PIA,McLaren,3.0,15.0,0 days 00:01:23.503320754,0 days 00:01:21.245000,53,16
2025,Italian Grand Prix,LEC,Ferrari,4.0,12.0,0 days 00:01:23.583943396,0 days 00:01:21.294000,53,16
2025,Italian Grand Prix,RUS,Mercedes,5.0,10.0,0 days 00:01:23.720867924,0 days 00:01:21.800000,53,16
2025,Italian Grand Prix,HAM,Ferrari,6.0,8.0,0 days 00:01:23.807056603,0 days 00:01:21.546000,53,16
2025,Italian Grand Prix,ALB,Williams,7.0,6.0,0 days 00:01:24.054000,0 days 00:01:21.368000,53,16
2025,Italian Grand Prix,BOR,Kick Sauber,8.0,4.0,0 days 00:01:24.203943396,0 days 00:01:22.139000,53,16
2025,Italian Grand Prix,ANT,Mercedes,9.0,2.0,0 days 00:01:24.133716981,0 days 00:01:21.968000,53,16
2025,Italian Grand Prix,HAD,Racing Bulls,10.0,1.0,0 days 00:01:24.305962264,0 days 00:01:22.133000,53,16
2025,Italian Grand Prix,SAI,Williams,11.0,0.0,0 days 00:01:24.316867924,0 days 00:01:21.740000,53,16
2025,Italian Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:24.407792452,0 days 00:01:21.820000,53,16
2025,Italian Grand Prix,TSU,Red Bull Racing,13.0,0.0,0 days 00:01:24.623132075,0 days 00:01:22.712000,53,16
2025,Italian Grand Prix,LAW,Racing Bulls,14.0,0.0,0 days 00:01:24.654264150,0 days 00:01:22.777000,53,16
2025,Italian Grand Prix,OCO,Haas F1 Team,15.0,0.0,0 days 00:01:24.739615384,0 days 00:01:22.892000,52,16
2025,Italian Grand Prix,GAS,Alpine,16.0,0.0,0 days 00:01:24.810807692,0 days 00:01:22.185000,52,16
2025,Italian Grand Prix,COL,Alpine,17.0,0.0,0 days 00:01:24.841788461,0 days 00:01:22.239000,52,16
2025,Italian Grand Prix,STR,Aston Martin,18.0,0.0,0 days 00:01:24.877423076,0 days 00:01:22.164000,52,16
2025,Italian Grand Prix,ALO,Aston Martin,19.0,0.0,0 days 00:01:26.729250,0 days 00:01:23.757000,24,16
2025,Italian Grand Prix,HUL,Kick Sauber,20.0,0.0,,,1,16
2025,Azerbaijan Grand Prix,VER,Red Bull Racing,1.0,25.0,0 days 00:01:46.058770833,0 days 00:01:43.388000,51,17
2025,Azerbaijan Grand Prix,RUS,Mercedes,2.0,18.0,0 days 00:01:46.456562500,0 days 00:01:43.754000,51,17
2025,Azerbaijan Grand Prix,SAI,Williams,3.0,15.0,0 days 00:01:46.461041666,0 days 00:01:43.972000,51,17
2025,Azerbaijan Grand Prix,ANT,Mercedes,4.0,12.0,0 days 00:01:46.568229166,0 days 00:01:44.091000,51,17
2025,Azerbaijan Grand Prix,LAW,Racing Bulls,5.0,10.0,0 days 00:01:46.787541666,0 days 00:01:44.531000,51,17
2025,Azerbaijan Grand Prix,TSU,Red Bull Racing,6.0,8.0,0 days 00:01:46.922458333,0 days 00:01:44.434000,51,17
2025,Azerbaijan Grand Prix,NOR,McLaren,7.0,6.0,0 days 00:01:46.974145833,0 days 00:01:44.155000,51,17
2025,Azerbaijan Grand Prix,HAM,Ferrari,8.0,4.0,0 days 00:01:47.092625,0 days 00:01:43.977000,51,17
2025,Azerbaijan Grand Prix,LEC,Ferrari,9.0,2.0,0 days 00:01:47.075687500,0 days 00:01:44.274000,51,17
2025,Azerbaijan Grand Prix,HAD,Racing Bulls,10.0,1.0,0 days 00:01:47.080291666,0 days 00:01:43.884000,51,17
2025,Azerbaijan Grand Prix,BOR,Kick Sauber,11.0,0.0,0 days 00:01:47.771229166,0 days 00:01:44.930000,51,17
2025,Azerbaijan Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:47.843500,0 days 00:01:44.288000,51,17
2025,Azerbaijan Grand Prix,ALB,Williams,13.0,0.0,0 days 00:01:47.852062500,0 days 00:01:44.152000,51,17
2025,Azerbaijan Grand Prix,OCO,Haas F1 Team,14.0,0.0,0 days 00:01:48.077833333,0 days 00:01:45.388000,51,17
2025,Azerbaijan Grand Prix,ALO,Aston Martin,15.0,0.0,0 days 00:01:47.996375,0 days 00:01:45.002000,51,17
2025,Azerbaijan Grand Prix,HUL,Kick Sauber,16.0,0.0,0 days 00:01:48.143395833,0 days 00:01:44.370000,51,17
2025,Azerbaijan Grand Prix,STR,Aston Martin,17.0,0.0,0 days 00:01:48.378000,0 days 00:01:45.083000,51,17
2025,Azerbaijan Grand Prix,GAS,Alpine,18.0,0.0,0 days 00:01:48.805659574,0 days 00:01:45.492000,50,17
2025,Azerbaijan Grand Prix,COL,Alpine,19.0,0.0,0 days 00:01:48.800914893,0 days 00:01:46.055000,50,17
2025,Azerbaijan Grand Prix,PIA,McLaren,20.0,0.0,,,1,17
2025,Singapore Grand Prix,RUS,Mercedes,1.0,25.0,0 days 00:01:37.134951612,0 days 00:01:35.676000,62,18
2025,Singapore Grand Prix,VER,Red Bull Racing,2.0,18.0,0 days 00:01:37.222532258,0 days 00:01:35.649000,62,18
2025,Singapore Grand Prix,NOR,McLaren,3.0,15.0,0 days 00:01:37.232790322,0 days 00:01:35.555000,62,18
2025,Singapore Grand Prix,PIA,McLaren,4.0,12.0,0 days 00:01:37.266338709,0 days 00:01:35.408000,62,18
2025,Singapore Grand Prix,ANT,Mercedes,5.0,10.0,0 days 00:01:37.678193548,0 days 00:01:35.303000,62,18
2025,Singapore Grand Prix,LEC,Ferrari,6.0,8.0,0 days 00:01:37.876822580,0 days 00:01:35.983000,62,18
2025,Singapore Grand Prix,ALO,Aston Martin,7.0,6.0,0 days 00:01:38.436032258,0 days 00:01:35.862000,62,18
2025,Singapore Grand Prix,HAM,Ferrari,8.0,4.0,0 days 00:01:38.429322580,0 days 00:01:33.808000,62,18
2025,Singapore Grand Prix,BEA,Haas F1 Team,9.0,2.0,0 days 00:01:38.643451612,0 days 00:01:36.201000,62,18
2025,Singapore Grand Prix,SAI,Williams,10.0,1.0,0 days 00:01:38.903622950,0 days 00:01:34.963000,61,18
2025,Singapore Grand Prix,HAD,Racing Bulls,11.0,0.0,0 days 00:01:39.011508196,0 days 00:01:36.938000,61,18
2025,Singapore Grand Prix,TSU,Red Bull Racing,12.0,0.0,0 days 00:01:39.043213114,0 days 00:01:36.831000,61,18
2025,Singapore Grand Prix,STR,Aston Martin,13.0,0.0,0 days 00:01:39.128803278,0 days 00:01:35.851000,61,18
2025,Singapore Grand Prix,ALB,Williams,14.0,0.0,0 days 00:01:39.142409836,0 days 00:01:35.648000,61,18
2025,Singapore Grand Prix,LAW,Racing Bulls,15.0,0.0,0 days 00:01:39.172327868,0 days 00:01:35.641000,61,18
2025,Singapore Grand Prix,COL,Alpine,16.0,0.0,0 days 00:01:39.430442622,0 days 00:01:37.182000,61,18
2025,Singapore Grand Prix,BOR,Kick Sauber,17.0,0.0,0 days 00:01:39.493770491,0 days 00:01:37.126000,61,18
2025,Singapore Grand Prix,OCO,Haas F1 Team,18.0,0.0,0 days 00:01:39.500000,0 days 00:01:36.646000,61,18
2025,Singapore Grand Prix,GAS,Alpine,19.0,0.0,0 days 00:01:39.505377049,0 days 00:01:34.573000,61,18
2025,Singapore Grand Prix,HUL,Kick Sauber,20.0,0.0,0 days 00:01:39.531262295,0 days 00:01:35.404000,61,18
2025,Mexico City Grand Prix,NOR,McLaren,1.0,25.0,0 days 00:01:22.796816901,0 days 00:01:20.764000,71,20
2025,Mexico City Grand Prix,LEC,Ferrari,2.0,18.0,0 days 00:01:23.223915492,0 days 00:01:21.588000,71,20
2025,Mexico City Grand Prix,VER,Red Bull Racing,3.0,15.0,0 days 00:01:23.234126760,0 days 00:01:21.108000,71,20
2025,Mexico City Grand Prix,BEA,Haas F1 Team,4.0,12.0,0 days 00:01:23.373647887,0 days 00:01:20.705000,71,20
2025,Mexico City Grand Prix,PIA,McLaren,5.0,10.0,0 days 00:01:23.389281690,0 days 00:01:20.422000,71,20
2025,Mexico City Grand Prix,ANT,Mercedes,6.0,8.0,0 days 00:01:23.470577464,0 days 00:01:20.826000,71,20
2025,Mexico City Grand Prix,RUS,Mercedes,7.0,6.0,0 days 00:01:23.505084507,0 days 00:01:20.052000,71,20
2025,Mexico City Grand Prix,HAM,Ferrari,8.0,4.0,0 days 00:01:23.591830985,0 days 00:01:20.601000,71,20
2025,Mexico City Grand Prix,OCO,Haas F1 Team,9.0,2.0,0 days 00:01:23.859690140,0 days 00:01:21.869000,71,20
2025,Mexico City Grand Prix,BOR,Kick Sauber,10.0,1.0,0 days 00:01:23.879394366,0 days 00:01:21.121000,71,20
2025,Mexico City Grand Prix,TSU,Red Bull Racing,11.0,0.0,0 days 00:01:23.910169014,0 days 00:01:21.486000,71,20
2025,Mexico City Grand Prix,ALB,Williams,12.0,0.0,0 days 00:01:24.014628571,0 days 00:01:20.480000,70,20
2025,Mexico City Grand Prix,HAD,Racing Bulls,13.0,0.0,0 days 00:01:24.074714285,0 days 00:01:21.714000,70,20
2025,Mexico City Grand Prix,STR,Aston Martin,14.0,0.0,0 days 00:01:24.080128571,0 days 00:01:20.593000,70,20
2025,Mexico City Grand Prix,GAS,Alpine,15.0,0.0,0 days 00:01:24.609342857,0 days 00:01:22.271000,70,20
2025,Mexico City Grand Prix,COL,Alpine,16.0,0.0,0 days 00:01:24.613571428,0 days 00:01:21.342000,70,20
2025,Mexico City Grand Prix,SAI,Williams,17.0,0.0,0 days 00:01:23.793014925,0 days 00:01:20.098000,68,20
2025,Mexico City Grand Prix,ALO,Aston Martin,18.0,0.0,0 days 00:01:24.903029411,0 days 00:01:21.708000,34,20
2025,Mexico City Grand Prix,HUL,Kick Sauber,19.0,0.0,0 days 00:01:25.005360,0 days 00:01:23.091000,25,20
2025,Mexico City Grand Prix,LAW,Racing Bulls,20.0,0.0,0 days 00:01:36.384400,0 days 00:01:25.124000,5,20
2025,Las Vegas Grand Prix,VER,Red Bull Racing,1.0,25.0,0 days 00:01:37.368580,0 days 00:01:33.365000,50,22
2025,Las Vegas Grand Prix,RUS,Mercedes,2.0,18.0,0 days 00:01:37.839500,0 days 00:01:34.592000,50,22
2025,Las Vegas Grand Prix,ANT,Mercedes,3.0,15.0,0 days 00:01:37.878340,0 days 00:01:33.998000,50,22
2025,Las Vegas Grand Prix,LEC,Ferrari,4.0,12.0,0 days 00:01:37.982140,0 days 00:01:34.304000,50,22
2025,Las Vegas Grand Prix,SAI,Williams,5.0,10.0,0 days 00:01:38.067060,0 days 00:01:34.496000,50,22
2025,Las Vegas Grand Prix,HAD,Racing Bulls,6.0,8.0,0 days 00:01:38.273720,0 days 00:01:34.620000,50,22
2025,Las Vegas Grand Prix,HUL,Kick Sauber,7.0,6.0,0 days 00:01:38.391260,0 days 00:01:34.592000,50,22
2025,Las Vegas Grand Prix,HAM,Ferrari,8.0,4.0,0 days 00:01:38.555960,0 days 00:01:34.553000,50,22
2025,Las Vegas Grand Prix,OCO,Haas F1 Team,9.0,2.0,0 days 00:01:38.581280,0 days 00:01:34.557000,50,22
2025,Las Vegas Grand Prix,BEA,Haas F1 Team,10.0,1.0,0 days 00:01:38.779560,0 days 00:01:34.519000,50,22
2025,Las Vegas Grand Prix,ALO,Aston Martin,11.0,0.0,0 days 00:01:39.074740,0 days 00:01:35.629000,50,22
2025,Las Vegas Grand Prix,TSU,Red Bull Racing,12.0,0.0,0 days 00:01:39.108060,0 days 00:01:34.967000,50,22
2025,Las Vegas Grand Prix,GAS,Alpine,13.0,0.0,0 days 00:01:39.202620,0 days 00:01:35.674000,50,22
2025,Las Vegas Grand Prix,LAW,Racing Bulls,14.0,0.0,0 days 00:01:39.422857142,0 days 00:01:34.837000,49,22
2025,Las Vegas Grand Prix,COL,Alpine,15.0,0.0,0 days 00:01:39.569142857,0 days 00:01:35.780000,49,22
2025,Las Vegas Grand Prix,ALB,Williams,16.0,0.0,0 days 00:01:41.942885714,0 days 00:01:35.184000,35,22
2025,Las Vegas Grand Prix,BOR,Kick Sauber,17.0,0.0,0 days 00:02:10.427000,0 days 00:02:10.427000,2,22
2025,Las Vegas Grand Prix,STR,Aston Martin,18.0,0.0,,,1,22
2025,Las Vegas Grand Prix,NOR,McLaren,19.0,0.0,0 days 00:01:37.783400,0 days 00:01:33.965000,50,22
2025,Las Vegas Grand Prix,PIA,McLaren,20.0,0.0,0 days 00:01:37.921580,0 days 00:01:34.086000,50,22
2025,Abu Dhabi Grand Prix,VER,Red Bull Racing,1.0,25.0,0 days 00:01:29.094293103,0 days 00:01:27.625000,58,24
2025,Abu Dhabi Grand Prix,PIA,McLaren,2.0,18.0,0 days 00:01:29.311431034,0 days 00:01:26.765000,58,24
2025,Abu Dhabi Grand Prix,NOR,McLaren,3.0,15.0,0 days 00:01:29.380017241,0 days 00:01:26.818000,58,24
2025,Abu Dhabi Grand Prix,LEC,Ferrari,4.0,12.0,0 days 00:01:29.495655172,0 days 00:01:26.725000,58,24
2025,Abu Dhabi Grand Prix,RUS,Mercedes,5.0,10.0,0 days 00:01:29.931586206,0 days 00:01:28.599000,58,24
2025,Abu Dhabi Grand Prix,ALO,Aston Martin,6.0,8.0,0 days 00:01:30.259155172,0 days 00:01:28.279000,58,24
2025,Abu Dhabi Grand Prix,OCO,Haas F1 Team,7.0,6.0,0 days 00:01:30.299051724,0 days 00:01:28.655000,58,24
2025,Abu Dhabi Grand Prix,HAM,Ferrari,8.0,4.0,0 days 00:01:30.347224137,0 days 00:01:28.094000,58,24
2025,Abu Dhabi Grand Prix,HUL,Kick Sauber,9.0,2.0,0 days 00:01:30.456603448,0 days 00:01:27.050000,58,24
2025,Abu Dhabi Grand Prix,STR,Aston Martin,10.0,1.0,0 days 00:01:30.379172413,0 days 00:01:27.626000,58,24
2025,Abu Dhabi Grand Prix,BOR,Kick Sauber,11.0,0.0,0 days 00:01:30.491586206,0 days 00:01:29.114000,58,24
2025,Abu Dhabi Grand Prix,BEA,Haas F1 Team,12.0,0.0,0 days 00:01:30.407500,0 days 00:01:28.976000,58,24
2025,Abu Dhabi Grand Prix,SAI,Williams,13.0,0.0,0 days 00:01:30.510810344,0 days 00:01:29.052000,58,24
2025,Abu Dhabi Grand Prix,TSU,Red Bull Racing,14.0,0.0,0 days 00:01:30.539017241,0 days 00:01:28.557000,58,24
2025,Abu Dhabi Grand Prix,ANT,Mercedes,15.0,0.0,0 days 00:01:30.549448275,0 days 00:01:28.029000,58,24
2025,Abu Dhabi Grand Prix,ALB,Williams,16.0,0.0,0 days 00:01:30.565448275,0 days 00:01:28.367000,58,24
2025,Abu Dhabi Grand Prix,HAD,Racing Bulls,17.0,0.0,0 days 00:01:30.680631578,0 days 00:01:29.375000,57,24
2025,Abu Dhabi Grand Prix,LAW,Racing Bulls,18.0,0.0,0 days 00:01:30.739087719,0 days 00:01:28.886000,57,24
2025,Abu Dhabi Grand Prix,GAS,Alpine,19.0,0.0,0 days 00:01:30.778543859,0 days 00:01:27.767000,57,24
2025,Abu Dhabi Grand Prix,COL,Alpine,20.0,0.0,0 days 00:01:30.903017543,0 days 00:01:27.710000,57,24
